,overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,Color:,Size:
812,5,True,2016-10-15,A1X1ZJUOWLSFPG,B0058YEJ5K,Gayla F. Frazier,Most comfortable training shoes I've worn in a long time., Black/White/Anthracite/Stealth, 9.5 B(M) US
813,4,True,2016-10-11,A2QVLSH9P0BFA6,B0058YEJ5K,KayH,"I bought these sneakers for boot camp class.  They are very light weight and different than other sneakers that I have owned.  Have only used them a few times, but like them so far.", White/Hyper Pink/Pure Platinum/Wolf Grey, 8 B(M) US
814,3,True,2016-10-09,A17SQ5GHL7FCTZ,B0058YEJ5K,Beverly Neal,I got a hot spot on the bottom of my foot the first day I wore them., Bright Mango/Crimson/White/Blue, 10 B(M) US
815,4,True,2016-10-05,A2JYB3OMH5QEBV,B0058YEJ5K,Noreen A. Murray,"Still breaking them in for use at the gym.  I think once I get used to them, they'll work great!  :)", Black/White/Anthracite/Stealth, 7 B(M) US
816,3,True,2016-10-01,A717DJ1DZRTC5,B0058YEJ5K,JMcQ,Not a fan. Shoes looked great but too narrow for most feet., Bright Mango/Crimson/White/Blue, 9.5 B(M) US
817,5,True,2016-09-26,A2NKNE9SV2KIN2,B0058YEJ5K,Reka,"I love these shoes. I exercise in them as well as just take them on longer walks. Feels good, looks GREAT!!", Black/Wolf Grey/White/Pink, 10 B(M) US
818,5,True,2016-09-23,AZ3KLARHNWMNZ,B0058YEJ5K,PomeLo,fits perfect, Grey, 7 B(M) US
819,5,True,2016-09-18,A218T4MO2D9DF3,B0058YEJ5K,Amazon Customer,Very comfortable shoes. I have wide feet with falling arches. These help both and are comfortable enough that I can be in them all day long., Cool Grey / Volt - Wolf Grey - Pure Platinum, 8.5 D - Wide
820,1,True,2016-09-12,A39XW67H6XEUOJ,B0058YEJ5K,Kris L. Brown,"Unfortunately, this Flex Supreme does NOT have enough support over the toe and ankle are for my requirements.
Returning for credit.  Thanks anyway.", Wolf Grey/Black-pink Blast/White, 8.5 B(M) US
821,1,True,2016-09-11,A3SM5XENOINDNH,B0058YEJ5K,Marielys Rodrguez,After using this shoes seven times for regular activities like walking or dancing the sole came out. I am very disappointed. I don't recommend this product at all. The worse part is that I can not return this item because the return window closed 4 days ago., Black/White/Anthracite/Stealth, 7.5 B(M) US
822,5,True,2016-09-09,AMDBCZOTA9PVG,B0058YEJ5K,Megan,Fit like gloves to my feet! Perfect for workouts., Black/White/Anthracite/Stealth, 8.5 B(M) US
823,4,True,2016-09-06,AIIPH3GX5LWS0,B0058YEJ5K,Sophie G,"I've worn these to work out for 5 days in a row now. Initially, my arches ached but over time the discomfort subsided entirely. I've done everything from bootcamps, resistance training, running and Zumba. So yeah.., they are truly crosstrainers ;-)", Black/White/Anthracite/Stealth, 9 B(M) US
824,4,True,2016-09-02,ASOSP4VAUDB7I,B0058YEJ5K,Amazon Customer,I liked these shoes a lot. Very light weight. I didn't give a 5 because the color was a little lighter than I thought it was going to be but still a great shoe. Very comfortable, Ocean Fog/Blue Grey/Mango, 7.5 B(M) US
825,5,True,2016-08-29,A11JLWK8H96AU,B0058YEJ5K,Amazon Customer,Love them !!!, Black/White/Anthracite/Stealth, 9.5 B(M) US
826,5,True,2016-08-27,AC5WLG32YTU5K,B0058YEJ5K,Amazon Customer,I love these shoes! Great arch support and perfect for cardio., Racer Blue/Obsidian/Blue Tint, 8.5 B(M) US
827,5,True,2016-08-27,A2MIBT81MX859C,B0058YEJ5K,Amazon Customer,I workout at the local crossfit and find that these shoes help give me good support  with my endurance workouts., Black/White/Anthracite/Stealth, 10 B(M) US
828,3,True,2016-08-26,A2YPMEQ0QQ2I50,B0058YEJ5K,Amazon Customer,"These shoes look really great. However, slightly loose. The problems with lack of support arose when I exercised. It feels like there is little to no support in them. Possibly this is a shoe more geared for an office environment or short walking distances.", Black/White/Anthracite/Stealth, 8.5 B(M) US
829,5,True,2016-08-23,A12LDKOWDBPQTC,B0058YEJ5K,Marci,These are my favorite walk around shoes! I can wear them all day and not be in pain! Love em!, Ocean Fog/Blue Grey/Mango, 8.5 B(M) US
830,5,True,2016-08-20,A2S1234WV0NH27,B0058YEJ5K,Sonj,"Favorite training and walking-around sneakers.
They look good with just about anything, and are comfortable for most situations.
With the exception of running (for which I use proper Mizuno running sneakers with an arch-support insole), these sneakers are my go-to.
If I could, I'd take away a 1/2 star for arch support - I have a slightly wider front of the foot and arches that are a little on the high side, so I do look for a good under the foot fit. I could probably tie the laces differently or put in an insole(they're pretty expensive), but as is, when I did a zumba class in these, my arch began to twinge :(
However, this is overall an awesome shoe that I will continue to stick with for going out, day to day walking, and for training and gym use (with the exception of running and zumba (although hip-hop was fine). The shoes have a great flexibility to them and don't look ""dirty"" easily. My previous pair of flex supreme TR 3s have lasted for a good 2 years and are just now on the verge of being worn out. This is the optimal sneaker that is flexible in more ways than one: from pointing you toes to leg-pressing, from gym use to shopping to adding a sporty edge to a dressy night out, the flex has it all.", Black/White/Anthracite/Stealth, 9.5 B(M) US
831,5,True,2016-08-15,A3R2PQ01UGPDOX,B0058YEJ5K,Michelle,"Love these! I have 3 pairs...they're so comfortable - I'm on my feet all day & my feet actually don't hurt at the end of the day when I wear these :)
I've learned to get these 1/2 size smaller....I'm normally a size 7 and the 6 1/2 fit perfectly", Black/White/Anthracite/Stealth, 6.5 B(M) US
832,5,True,2016-08-15,AV2MXVWMTERBK,B0058YEJ5K,Katherine M.,Great shoes. Lightweight and comfortable, black, 6 B(M) US
833,5,True,2016-08-14,A2UE1H1A7NH56P,B0058YEJ5K,K. Towler,BEST. SHOES. EVER.  I bought two pairs in different colors- black n' white and the pink and white...  They have AWESOME support for whatever you use them for.. I have one for work and the other for training/running/etc in..., Pink Blast/Stealth/Hyper Pink/White, 7.5 B(M) US
834,5,True,2016-08-08,A36XF6818PQ4DJ,B0058YEJ5K,Sydney S.,These sneakers give me the motivation to workout because they feel so good and are great for any training, Black/White/Anthracite/Stealth, 7.5 B(M) US
835,3,True,2016-08-05,A2SF88GW3AWEFK,B0058YEJ5K,Amazon Junkie,"I LOVE the look and comfort of these shoes for style and lifting weights. Super cute and flezable. BUT for running, absolutely not!! It might just be my pronation/supnation and these shoes just do not work for my personal stride. I run about 2-4 miles every few days. Average of 8 miles a week and then sprints twice a week on a treadmill. Just after running with these 3 times, I am having major back issues that I have never had before.

MY STATS and other shoes:
I road and trail run. I run on my tip toes on the treadmill and a lot of heal on the road. I am 5'6 169lbs with more muscle than an average runner. Built more like a sprinter than a marathon runner.
I LOVE Nike FLEX bottoms. They really give me support and flex needed. I have also used Asics and Puma.", Black/White/Anthracite/Stealth, 9.5 B(M) US
836,5,True,2016-07-27,AIM9MWMG87AWG,B0058YEJ5K,Dennae,Size 5. Very comfortable shoes. Love!, Black/White/Anthracite/Stealth, 5 B(M) US
837,5,False,2016-07-22,AK1X6JAJ2L389,B0058YEJ5K,S. Vanhoose,"I bought a wide size of these at a local store and they are amazing!  Soft, comfy, with moderate support.  Not a cloud to walk on, but not minimalist.  The wide size is perfect for my wide feet with high arches.  The shoe tends to run about a half size long though, especially for Nike.  I am working on getting in shape, and these shoes feel good all day... No rubbing on my big toe joint or pinkie toe or heel.  Very pleased.", Wolf Grey/Platinum/White/Crimson, 9.5 B(M) US
838,3,True,2016-07-21,A3IO5BLF4EPZDR,B0058YEJ5K,Wendita,I always buy the same size this ones came to large, Black/White/Anthracite/Stealth, 10 B(M) US
839,5,True,2016-07-19,A26TU9F2BSPSGT,B0058YEJ5K,Christy,"Nice shoes, fit good", Black/White/Anthracite/Stealth, 9.5 B(M) US
840,5,True,2016-07-18,ABRX0RQNRXX85,B0058YEJ5K,Ivan P.,I bought these for my wife. She saw them in the store but did not have their size so i ordered on amazon. She loves them . She already had for a couple of months and no complains at all. One of her favorites shoes for running or for her job since she walks a lot in the warehouse. Now she loves me more. :), Black/Wolf Grey/White/Pink, 8.5 B(M) US
841,5,True,2016-07-13,A2GXUQFUWMZ2FH,B0058YEJ5K,carlcalico,Love these shoes. My feet have been weird since I was pregnant and my old shoes were uncomfortable. These are very comfy and help me get active. They are also stylish and go with anything., Black/White/Anthracite/Stealth, 9 B(M) US
842,5,True,2016-07-01,AS378UOMHULXO,B0058YEJ5K,Amazon Customer,"Look better than the picture, very comfortable, great support.", Black/White/Anthracite/Stealth, 6.5 B(M) US
843,5,True,2016-07-01,A3QX1A6IPFQTN9,B0058YEJ5K,Campsandalwood,Love my new Nike's.  It's been years since I've been able to wear them (sizing changed years ago and I just couldn't wear them any more) but now the new styles and sizing are perfect.  Lightweight shoe with tons of style.  The Fog color is just what I was looking for...not black and not neon!  I wore them to participate in Relay for Life (24 hour walk) and they held up great!, Ocean Fog/Blue Grey/Mango, 9.5 B(M) US
844,5,True,2016-06-28,A3LJ4LLR2UX4CB,B0058YEJ5K,C.L.,"I am so happy with this purchase. I feel like I'm barely wearing a sneaker when working out. Another plus is that when I take off my sneaker, my sock is barely sweaty! I have never had that experience with a shoe. The shoe is also very attractive and flattering and looks nice on my feet.", Black/White/Anthracite/Stealth, 8 B(M) US
845,5,True,2016-06-25,A34WSGSH5OBAM2,B0058YEJ5K,Darci Claude,Absolutely love them. Can even wear them without my insoles., Pink Blast/Stealth/Hyper Pink/White, 9.5 B(M) US
846,3,True,2016-06-21,A2QJWHL4HY9FMF,B0058YEJ5K,Amazon Customer,"Super cute shoe however runs wide and big, I'm a size 10 however this size 10 is too big. I went to a sporting goods store and tried the same shoe on  turns out with this particular shoe I'm a 9.5, so order half the size u normally are.", Black/Wolf Grey/White/Pink, 10 B(M) US
847,5,True,2016-06-19,AXVYVUK058AM3,B0058YEJ5K,HP,"Wore these for the first time hiking the bluffs. Not the best traction on well worn rocks, but super comfy. No blisters, no achilles pain like with other shoes. Will continue to purchase Nike shoes, because my feet love them for all activities! ( except my home workouts, they drag pretty hard on the carpet)", Black/White/Anthracite/Stealth, 8.5 B(M) US
848,5,False,2016-06-16,A1AS1520CGYJ79,B0058YEJ5K,Amazon Customer,"A-MA-ZING!  I needed a good jogging shoe and these make me feel like ""Forest Gump"".  I felt like I was running on a cloud.  I have narrow feet and these fit perfectly.  I am so happy that I am going to purchase another two pair as back-ups for once it's time to replace them.  Highly recommend to women who like to walk or run and light a light weight, comfortable shoe.", Bright Mango/Crimson/White/Blue, 8.5 B(M) US
849,5,True,2016-06-10,AIP4C9MG13COB,B0058YEJ5K,Cheryl A Stoneham,"Comfortable and lightweight. Need a good training shoe that's also supportive and flexible.  I really like the fit, but had to get 1/2 size larger as this style in my size is too perfect from heel to toe.", Black/White/Anthracite/Stealth, 10.5 B(M) US
850,5,True,2016-06-05,A1X1DXP9HGXG27,B0058YEJ5K,Andrea Beatriz Spinelli,Excellent, Black/White/Anthracite/Stealth, 7 B(M) US
851,5,True,2016-06-02,AIO1XEP0AIDQJ,B0058YEJ5K,my3sons+3,"These shoes are awesome!  They are nearly weightless and feel great on my feet.  The first day I wore them I wore them ALL day on vacation.  I put them on the next day and did the same.  Besides the comfort, they are really a cool color!", Ocean Fog/Blue Grey/Mango, 7 B(M) US
852,5,True,2016-05-29,AYNXCABS73RDW,B0058YEJ5K,DEBRA GRANT,Super cute!, Black/Wolf Grey/White/Pink, 9 B(M) US
853,5,True,2016-05-28,A2X2KP4XXM06OU,B0058YEJ5K,Amazon Customer,perfect, Cool Grey/Team Orange/White/Platinum, 11 D(M) US
854,5,False,2016-05-24,A15DWAOMHKY7F2,B0058YEJ5K,N. Barker,"This is the most comfortable shoe I've ever had. No other shoe can compare to how the individual nubs on the bottom allow your foot to be cushioned, yet work like it's suppose to. My feet feel cradled in this shoe and hard surfaces don't make my feet ache anymore.

These shoes have a small amount of support, but not much, which I like as I'm coming from vibram five fingers. (Sorry vffs, I'm bailing after 2 years of shin splints, no matter what I did).

Highly recommended for walking/running on concrete or tracks. As long as nike continues to make the flex supreme, they will get my money. Please don't change this shoe!",,
855,4,True,2016-05-24,A2P87PVYP2KLT6,B0058YEJ5K,J Monk,"I wear them for Zumba and my heel slips on turns. A little annoying because I have to pay attention but they are so cute and comfy, it balances out.", Black/Wolf Grey/White/Pink, 8.5 B(M) US
856,5,True,2016-05-20,A1OOBIVO3APP7E,B0058YEJ5K,Rosana Maita,Nice shoes, Black/White/Anthracite/Stealth, 6.5 B(M) US
857,5,False,2016-05-18,A2G9JO5SZ3GUXH,B0058YEJ5K,TJ Amber,"These run large. I wear a 9.5 exactly in every shoe, but these I bought a 9, and the toe area is pretty wide plus plenty long even with socks. Very comfy and very nice looking shoe. I love them but glad I was able to try them on before purchasing.", Grey, 9 B(M) US
858,5,True,2016-05-16,A14NH559TEDFQL,B0058YEJ5K,Amazon Customer,"Perfect fit, very comfortable, and a great color. They also fit as expected.", Bright Mango/Crimson/White/Blue, 7.5 B(M) US
859,5,True,2016-05-15,A2KCFRMKVHYSU7,B0058YEJ5K,Saving star,Really comfy and nice color, Ocean Fog/Blue Grey/Mango, 8 B(M) US
860,4,True,2016-05-11,A10RXRZE0TAKPU,B0058YEJ5K,Mark S,"The picture makes the shoe look like it has a ""boxier"" toe rather than the ""pointier"" toe that it actually has. I have wider feet and generally need to buy a size or half size longer to get a comfortable width (in any brand of shoe). I was shooting for a rounder, broader toe design which is more comfortable for me, and I feel that the pictures of this shoe didn't accurately depict what I received, in that one detail. Otherwise, ""the shoe fits."" So I am wearing it.", Grey/Orange, 10 D(M) US
861,5,False,2016-05-10,A22WG2NE4D47UM,B0058YEJ5K,Amazon Customer,These are the most comfortable shoes I've used for working out. Extremely light weight and flexible. Loved them so much I purchased two more pair in different colors., Black/Wolf Grey/White/Pink, 9 B(M) US
862,5,True,2016-05-09,A1SC6HVU28ND3D,B0058YEJ5K,Sarah,Very comfortable and looks great!, Black/White/Anthracite/Stealth, 8.5 B(M) US
863,5,True,2016-05-08,AJDH2WVLX79KA,B0058YEJ5K,brookelynne,Love this shoes so comfy and great very everyday use. Runs big, Black/White/Anthracite/Stealth, 6.5 B(M) US
864,4,True,2016-05-07,AVHVZJ5HB6FSK,B0058YEJ5K,calacas,Nice looking and fit nice, Cool Grey/Team Orange/White/Platinum, 12 D(M) US
865,4,True,2016-05-04,AG8MPE8CQAPM7,B0058YEJ5K,MerryM,"I am a recess aide and on my feet all day long. I tried these shoes on in the store before purchasing them on Amazon. They are very lightweight and comfortable. I was surprised how great they felt. I haven't had a pair of Nikes since Nike shoxs came out. They are so much more lightweight than those. I wore them an entire day the first day and had no problems. The second day; however, I got a pain in my hip to the point where I started limping. As soon as I got home and took them off, the pain was gone the rest of the evening. I'm only 30 by the way. Nothing else in my daily routine changed except wearing these shoes two days in a row. I don't understand why it would make my hip hurt since they are comfortable on my feet, but I'm sure that was the problem. I wore different shoes today and had no pain. I don't think as much as I am on my feet I will be able to wear them an extended amount of time. I will have to rotate wearing them every other day. For normal wear, I believe, people will be fine. I am literally walking or standing six hours a day straight.

**UPDATE: So, initially after wearing them, I had hip pain after wearing them. I don't know if they just needed to be broken in, but I wear them all the time now and have not experienced any pain since the first couple times of wearing them. They are comfortable, and I love them even more now.", Black/White/Anthracite/Stealth, 8.5 B(M) US
866,5,True,2016-05-04,A1AWX0M8R6A2I1,B0058YEJ5K,CBP,Perfict fit for me. Great looking shoes at a great price., Cool Grey/Team Orange/White/Platinum, 12 D(M) US
867,5,True,2016-04-23,AT5OQFDS6PEE1,B0058YEJ5K,H. Heckstall,The sneakers are very comfortable and fit to size., Black/White/Anthracite/Stealth, 9.5 B(M) US
868,5,True,2016-04-21,AOFQAZVA6Q6E7,B0058YEJ5K,D. Resendes,"I've had these shoes for about a week now and have so far enjoyed using them. Considering the fact that I have wide feet, the shoes are slightly tight. However, it doesn't feel uncomfortable nor does it bothers me as I use them throughout my workouts. I know some people personally like when the shoes are a bit tighter or a bit looser so it's all in personal preference.", Black/White/Anthracite/Stealth, 10 B(M) US
